Tab Switches,Window Focus Changes,Copy Events,Cut Events,Paste Events,Full Screen Exits,Risk Level
10,4,0,4,4,2,58.80529356385793
1,4,3,5,1,3,42.73373332969395
5,0,1,5,4,2,42.07996198990712
13,2,6,9,3,2,80.83337319465356
2,4,8,1,9,3,65.5708567337063
11,8,5,3,8,3,100.61406118529813
3,9,3,8,11,4,90.53206666648305
11,0,4,6,1,1,54.21848073585072
12,7,0,8,2,3,85.40471937343312
1,0,3,5,0,2,21.74806046756157
1,8,9,6,9,2,71.4888445070014
14,5,2,8,4,3,91.46475212272853
16,0,8,3,2,1,70.85794449962076
6,7,5,8,11,2,89.76227598276466
13,4,3,2,3,4,84.45729015677061
11,6,2,7,3,2,76.25738332983524
16,6,3,2,5,1,84.91174291892581
13,14,7,2,9,0,110.9370881142607
5,6,4,2,6,4,74.00474872553602
18,5,0,8,6,4,113.05495214710858
5,10,4,9,13,0,86.06249773921414
17,7,7,2,7,4,117.73900571559615
4,8,3,5,2,4,71.31165331155383
5,11,1,3,4,4,78.09788150077506
1,14,2,1,3,2,65.155543036326
7,1,8,2,9,2,65.80869454973286
14,6,6,4,5,3,98.02078289081857
14,14,2,9,11,3,134.03870666328442
10,1,4,3,5,2,66.61989033464737
0,5,2,4,3,4,53.061037335092834
17,1,9,0,7,1,83.81879148935262
11,9,3,3,4,0,74.82054641196457
11,5,7,9,16,3,115.60055729640527
10,1,2,2,0,4,57.684942338448764
7,0,2,1,1,3,44.14308481722518
6,6,7,6,9,1,72.06549317476373
1,2,9,9,4,4,58.11860070424562
10,13,9,8,10,2,120.7704920747421
9,11,6,0,1,1,76.20749649629249
2,13,6,6,5,3,81.43816458854948
19,12,9,0,8,4,137.8918741557309
9,3,1,4,5,4,68.6474811580086
17,12,6,0,5,0,102.45364310538015
13,5,9,2,0,0,64.64557110673343
17,4,9,7,11,0,105.27826219592599
7,3,2,3,4,2,54.45800910458129
9,8,6,0,6,4,89.89234177477148
12,5,3,0,1,4,76.6521896029267
7,5,7,7,7,3,84.18847913781428
3,1,7,7,2,2,40.71546182735475
3,5,5,3,7,0,43.73959682877332
4,6,2,3,4,4,65.42102376102606
0,7,5,9,6,0,50.01807259107946
16,14,5,1,0,1,100.16312961327328
1,13,2,1,2,2,60.7080226243128
7,7,3,5,3,0,53.66470758983667
6,8,1,7,8,2,75.88482313569622
14,9,0,6,3,4,97.4226874341142
4,10,1,6,5,1,65.91819040629706
1,12,6,2,6,3,78.7473803432436
6,11,9,1,4,1,74.85364264747554
7,2,4,9,2,2,55.01691157376062
6,9,8,6,4,1,78.36910745308838
6,14,2,3,3,4,93.25487050063717
13,6,1,0,0,2,72.96087832094032
17,6,3,0,0,2,82.92160548605474
5,0,1,3,3,4,46.253274386468284
3,7,6,4,8,0,60.88965902171237
9,14,9,4,11,3,121.30274367305775
17,3,5,0,4,1,79.49439203582949
11,4,7,2,6,3,77.95740252592043
15,13,4,5,3,3,119.27540764637925
6,5,1,9,9,4,83.78174829627537
5,2,3,6,4,0,39.585247800657605
4,4,0,0,0,3,40.81469001575762
2,9,1,7,3,2,56.2370778265699
11,4,3,3,2,0,55.09724288387075
14,0,5,8,12,4,102.70667114658994
9,2,3,5,0,3,57.68805232282305
19,2,3,0,0,4,87.4932630636816
18,0,9,1,4,1,79.49860756834853
15,12,9,2,11,4,137.46108643252603
10,6,1,1,1,2,59.75839527642092
7,0,8,9,5,4,73.95628960434432
2,6,9,6,4,0,49.032227491761546
6,3,7,0,2,1,44.51546492503095
6,8,7,8,1,2,70.79844844894767
13,6,4,1,4,1,75.42518955849408
1,4,2,3,1,2,33.45818787212416
9,6,5,7,0,1,65.87033742811315
18,8,8,2,1,3,108.80246217238876
8,9,7,8,0,4,89.86502257165543
15,5,6,6,9,0,91.2084097786245
18,0,7,9,2,0,77.93889289524319
17,5,3,2,5,3,97.48057869319545
8,0,5,2,2,1,41.51813023049702
15,12,4,4,0,4,111.66844661191351
12,11,1,4,1,3,89.44848485983431
9,3,7,9,6,1,68.14616013925865
19,13,2,4,4,4,133.57999844297723
13,7,4,8,8,1,95.13725241976755
11,4,7,8,4,0,71.83185701756794
18,14,8,5,3,4,135.8648686661491
6,4,8,6,4,0,57.32444842400426
14,12,4,9,7,0,108.30015843443131
15,9,1,7,7,4,115.24096480509442
7,10,6,8,11,3,105.37158343271457
9,7,6,5,3,1,68.71659878871118
3,7,7,7,11,4,89.54625799473139
18,0,7,1,7,0,80.57365439663148
18,12,4,9,12,1,135.23055856379446
14,12,0,7,3,4,112.77228601903474
13,4,3,1,3,3,76.16593752862482
0,11,3,7,10,4,88.16552322999065
15,4,2,1,2,4,87.06201862116129
9,7,7,2,7,2,81.93611193019657
18,0,2,6,1,1,71.31729371607956
2,6,4,8,3,4,64.86442887284144
4,6,1,2,0,0,34.4035423449139
8,12,5,4,0,0,69.25454938877459
17,8,5,8,10,2,122.88555285026668
10,1,7,6,12,0,73.73043689564415
15,14,7,1,7,4,133.00481071394944
1,2,0,4,3,1,22.569312258382592
11,3,4,4,5,2,69.48682685114693
5,0,1,8,4,2,47.918789978918866
10,14,9,1,9,3,119.29425858054306
7,6,4,0,3,3,63.169824693484436
11,13,9,3,3,1,99.13630522242737
1,9,8,3,6,1,59.26837155504924
8,2,3,0,3,2,46.202580948206176
14,2,7,9,0,4,82.99949887275277
1,2,0,6,0,4,36.15602232816929
0,7,7,1,2,3,53.721602313660185
9,8,5,8,3,1,80.64277619257163
1,9,7,6,8,1,69.12028990993713
11,12,5,6,4,4,111.86002221309862
7,13,2,0,1,3,80.0347293208243
4,1,7,8,0,4,55.303928178691194
0,9,4,9,9,4,77.57822729485163
14,14,9,8,0,2,116.37957583780776
5,9,4,1,4,1,58.75798968259888
11,0,6,9,4,2,67.17455389510013
7,13,5,8,10,2,106.99170431910647
12,8,8,1,8,4,108.65746137369415
18,5,6,1,0,3,91.18058314882639
0,13,2,7,2,4,76.09238592150443
10,14,4,2,2,3,99.32586386987248
19,8,8,2,3,1,103.37870546110862
0,5,9,6,11,0,56.3077017208094
7,1,1,9,6,1,57.161768096046984
4,0,0,5,1,4,39.436863943895546
16,13,7,6,4,3,125.10581602014622
7,7,7,5,8,0,72.70001428577109
9,2,1,8,6,3,70.4340932076191
1,0,7,1,1,3,31.181004796168793
8,14,4,7,11,0,104.13848791883812
2,7,1,5,2,0,37.70666252173421
17,11,6,3,6,1,110.08642971113699
6,0,6,5,4,2,53.14981588602201
14,7,2,5,6,0,83.63961895250777
19,0,0,9,8,2,90.39094451519733
17,8,3,2,0,2,94.7245482553938
2,13,1,7,2,2,70.85237533130915
13,8,3,4,7,2,98.60268504542356
1,11,7,9,5,0,68.06849504811181
13,12,1,3,4,3,108.08997612425475
10,8,0,1,1,0,55.12612659528437
15,2,2,9,3,0,68.60870385059067
7,3,9,0,3,4,65.8154726398211
6,4,6,6,6,4,75.3583075871087
10,5,5,9,5,1,77.04590236412639
2,8,5,2,1,2,49.42020259268283
16,12,6,2,4,2,109.22089879567181
13,10,7,2,4,4,106.05112495307834
5,11,2,9,5,3,85.61249383040942
7,3,2,2,3,1,48.08860090148149
4,13,9,1,10,3,96.84937961469579
7,13,7,5,7,4,110.01993563811114
1,5,6,9,11,3,70.35744215252265
14,12,9,2,9,2,112.80220464023331
11,0,4,0,2,4,61.53364980535505
16,1,3,9,4,3,87.17998253707631
0,7,5,8,1,1,42.83652560519013
14,3,8,5,9,1,87.6022994571439
13,9,5,5,7,0,90.58496970563401
19,6,7,9,5,4,122.22530013697855
15,3,0,8,2,4,85.80652790340164
8,13,5,1,3,4,93.48230529682336
0,8,1,9,0,2,42.74119873775003
16,8,2,8,2,2,93.58118502371674
12,3,5,2,3,4,84.32217826367221
4,12,1,2,1,3,68.4735064177321
9,14,3,2,5,2,98.04908489260838
5,7,5,0,3,4,67.64481774275482
18,5,4,9,5,2,104.31144688310714
12,0,5,6,7,0,63.81334124826489
0,14,5,9,11,1,88.08014129628938
19,6,7,6,5,0,98.10666109415992
14,0,8,1,9,4,90.04045030580356
13,2,4,5,2,1,65.40956352297245
7,7,5,3,8,3,78.73294852176001
9,14,5,6,3,4,110.79467664180592
8,8,5,6,5,3,88.32551483548522
16,2,1,3,3,3,75.59644723912056
8,0,3,2,3,2,44.24199904967641
2,0,0,6,2,2,27.409699483187655
10,6,0,8,1,1,66.28368462000864
11,4,0,3,3,1,62.652254392414584
9,12,6,5,9,2,102.9253172535703
16,13,0,6,1,1,105.87634135161491
16,0,5,9,1,0,66.70248135106883
10,5,1,2,1,4,70.151744195518
3,13,5,4,7,0,73.92344950783117
6,5,5,0,1,4,61.62158103339353
13,13,2,5,3,2,102.90976774978638
6,3,7,4,3,0,50.192322283217855
7,6,3,6,9,3,83.29474121715114
0,6,6,8,9,0,51.83145143992236
3,11,3,3,2,1,56.520490228699174
11,8,0,8,2,0,73.54524936405357
2,11,5,5,4,2,70.36765830787421
12,0,4,4,3,2,58.48730207771878
19,4,8,1,6,1,93.58894953938712
5,14,8,0,6,4,98.6501091022658
10,9,7,7,5,1,90.03297674957638
3,2,6,5,6,4,58.84390471310721
19,6,1,6,3,2,96.03965950141928
15,3,7,5,6,2,88.14965653017539
6,3,2,9,7,4,77.4915021946154
10,12,5,6,10,0,100.19394002406517
0,11,9,8,12,0,80.40016412675683
6,0,6,4,0,1,37.32998663527107
11,0,5,0,2,2,51.74798758449129
6,9,4,0,3,0,55.05392999942614
6,1,3,8,2,2,47.86398922882357
9,14,1,4,4,1,88.83336967149614
15,1,8,1,9,3,93.97900968685884
7,0,6,2,6,2,56.33976290477629
8,7,6,0,6,3,80.8286043394704
8,5,3,5,5,2,70.24317168336007
1,5,4,5,3,4,58.653261773322164
12,9,5,2,5,3,95.9898824751226
12,9,1,2,2,4,92.97800593177696
3,8,3,6,3,4,70.9565650202531
11,4,3,0,2,1,58.82990410128079
16,14,3,4,7,1,116.970944151452
1,3,6,2,4,0,26.811534784267717
12,14,6,4,2,3,109.68966861874722
17,10,6,3,1,0,94.49816720412754
14,5,6,5,0,3,84.04911385317988
7,7,1,8,3,1,63.60653032008999
14,13,4,1,1,1,92.23621308485245
0,0,9,9,11,1,47.853178003715506
19,6,1,7,2,3,102.63807317341843
9,7,4,1,0,1,56.34312350489145
11,8,5,3,5,0,75.43304368595139
4,10,2,8,3,4,81.42746921234615
8,7,5,3,4,3,80.51223583466678
7,6,4,6,7,4,89.15087562278407
15,2,3,4,2,0,62.599733246994255
13,1,9,1,3,2,72.40021364792335
12,14,8,7,5,1,111.67234785452095
12,2,7,9,2,0,64.72529184092474
4,3,6,9,7,2,63.80440612800453
15,3,0,1,0,3,72.40425141620277
10,5,8,2,2,0,60.00339785066701
4,11,8,9,14,3,107.35735930352334
12,6,5,6,6,4,98.38043993824144
10,11,6,4,6,4,105.74645190488208
18,3,2,9,2,3,97.59776502958012
2,9,4,2,2,4,62.6723015898415
14,5,6,1,1,4,86.22476970739
6,8,0,5,1,1,55.62240620321468
6,13,0,9,7,3,97.26065160635673
5,5,4,0,2,3,52.980299916602505
2,13,8,7,14,2,104.36724267815234
12,2,6,4,2,1,61.73872837461946
6,0,0,4,1,0,24.457828085457407
4,10,4,1,4,1,57.14649892317502
17,9,7,6,10,0,112.9900045923222
7,9,7,4,6,3,85.55408688182985
16,12,1,7,7,1,110.76746989308435
19,4,6,4,0,2,87.08828074476035
0,9,9,8,11,4,88.61499134755103
13,9,4,4,1,0,77.44987755984882
16,2,8,2,6,4,97.5116364567754
9,7,2,1,0,3,65.77045592294662
11,9,0,4,2,3,83.15019250103539
15,14,3,9,7,3,129.39001917477876
13,0,6,9,13,4,102.93079294048141
15,10,0,4,1,3,96.57954721341765
7,1,1,5,2,3,50.74996104437331
9,2,4,1,3,4,64.5980754990708
16,2,8,4,1,3,84.53268061288772
17,11,0,0,0,0,85.55644463387483
19,7,3,2,0,1,90.20574695886741
15,4,2,2,4,0,69.73514861651547
16,7,4,2,4,3,101.59020684953316
15,10,4,2,3,3,103.36529798448821
18,13,9,7,12,3,150.87765471185867
7,14,1,0,0,3,79.06281702109018
5,14,4,5,0,4,88.13023459325184
5,10,8,5,9,1,81.76559987442693
8,5,4,0,1,4,62.052744150195686
3,14,9,0,5,4,92.36294227636564
11,11,1,2,2,3,90.26807162299328
11,1,6,7,3,0,55.598083122182416
16,10,5,5,3,0,98.146145534047
14,3,6,3,4,2,76.50708833067836
8,8,7,4,0,1,65.08242345452277
6,3,9,9,9,2,80.01203164443498
9,4,4,2,2,4,70.91187297174238
15,4,1,5,4,2,81.59504491523234
11,9,6,5,9,2,101.70457167059647
6,7,6,5,4,2,72.59268639850153
17,5,7,8,7,1,100.10968015527561
14,9,6,9,13,0,115.63571950055739
5,6,9,7,16,0,83.21992693780963
11,5,6,5,2,2,76.61676985259255
10,13,8,1,4,1,91.57155288156687
19,13,7,3,10,0,131.36744664311064
2,13,1,5,2,3,71.13767399366782
1,4,1,8,5,0,33.14236650285432
5,14,6,1,1,0,68.3401528499102
4,4,9,5,12,1,72.40245996358749
17,2,9,9,2,1,89.97652635074473
15,6,2,9,5,0,86.3870007403636
7,12,0,9,7,3,98.4241506471133
19,9,8,6,3,3,120.95686384192048
10,4,2,7,7,2,77.98207530910203
9,6,0,8,6,2,77.32562583225655
11,14,5,4,3,0,86.00946796026194
5,1,3,8,2,0,33.19878898423748
19,8,0,8,4,0,99.01568920219694
4,7,3,6,4,3,67.1299894635127
8,14,7,1,6,4,107.54184501794805
15,4,6,7,10,2,102.77874923728461
13,1,0,4,0,2,59.215335306840096
7,5,9,7,8,4,91.9082444372967
19,7,8,1,2,0,88.13474763532234
18,6,5,6,6,2,111.09541928494848
13,7,1,4,2,3,81.18690779203116
6,3,2,3,4,4,62.91628525141745
4,13,6,9,15,3,110.87136232301727
17,2,2,5,2,0,72.24687995373965
1,6,2,4,4,2,45.6440019078337
10,1,4,5,6,3,71.56855511223219
7,13,2,8,0,4,88.02768014305605
0,4,2,0,2,0,20.859126330586278
11,12,4,0,0,2,84.63260442415334
1,6,4,5,1,2,45.0346465335813
17,0,8,1,6,0,75.69923324720966
6,3,0,7,6,0,47.75701773899727
16,14,0,6,2,0,100.77858385994332
13,1,8,5,12,3,94.97818630680084
6,5,4,3,5,1,55.513771579046164
2,11,3,8,5,2,74.61298923904397
5,0,1,6,1,3,38.72442075220297
19,6,8,6,12,4,132.11380845525338
1,2,5,4,8,2,43.82493414653583
16,11,8,0,7,1,110.81208535938207
11,0,4,1,1,4,60.3942955127918
11,14,3,7,3,2,104.2089873126173
16,7,6,4,8,1,97.99907783913723
9,6,4,1,3,0,51.03491617519324
2,1,7,4,6,1,39.728217139413
19,6,7,7,4,2,111.80938577347001
17,2,1,3,1,1,65.37800955480597
12,14,4,2,5,2,106.25208643867965
11,12,9,4,0,2,96.98052714715742
16,8,7,6,3,1,98.59123291617827
3,7,2,1,0,1,40.402181678672406
9,4,6,0,5,4,76.58081526830276
10,6,2,4,5,4,84.6741312494529
5,2,5,6,4,3,58.84203108201776
5,0,1,7,2,2,42.42559517116497
8,0,5,7,10,4,77.28431771556423
14,14,5,9,14,3,143.62453666596755
1,10,7,8,1,2,61.0186290904135
3,1,4,0,0,3,32.110427088892266
4,7,0,6,3,4,65.88720126109916
16,0,7,9,11,3,106.51690388674038
7,10,8,7,4,1,84.83949633732976
7,11,0,5,3,3,82.57597090657416
11,4,4,9,6,0,74.69352868876277
7,8,5,3,1,0,55.190327566642495
18,11,3,6,7,3,124.8901361637996
2,8,1,2,0,0,34.47363475144903
17,1,4,1,4,3,83.04004051452257
18,6,3,5,0,3,100.5983777626353
18,10,6,1,4,3,111.5567110341425
14,0,5,5,3,0,61.239161612407905
5,2,2,9,4,2,53.40610157029788
15,5,8,2,8,3,101.47608440750051
7,8,3,1,3,3,68.86484566999368
15,9,4,7,2,1,93.52147632352221
17,1,2,3,5,1,71.71697756950476
19,6,7,3,0,4,109.91466560827023
15,14,6,6,10,0,126.80145789336109
10,3,6,7,2,2,67.91743134325957
6,1,7,8,3,3,58.72140964160085
16,2,6,9,12,3,108.37828329907579
16,5,2,7,1,0,73.60772648896629
11,9,2,3,0,4,84.82111115666046
12,8,1,1,0,4,84.81753588169528
9,7,0,9,7,1,84.18601457083261
6,9,4,4,3,0,59.15434807174975
13,13,3,6,1,4,108.99589320540348
0,10,1,1,1,4,53.06401358017512
16,8,0,3,2,2,90.50157885815166
3,3,2,5,7,1,46.0884418236759
4,11,5,7,5,1,74.60185160462828
19,3,1,9,7,1,96.11139256586225
6,14,9,5,9,4,117.51840939832738
9,8,6,5,4,3,88.72852205861557
16,7,6,5,2,4,107.64172763969754
6,11,2,3,5,4,87.74047725399166
0,14,0,2,1,0,47.021222355160134
6,1,8,0,7,1,48.16966347172867
10,7,4,1,5,1,73.03981003108706
8,0,1,1,0,2,37.24632531520919
11,8,7,9,12,1,106.33438227323764
2,8,9,6,11,4,86.8711320303382
3,12,9,5,14,0,90.47855628594199
3,14,3,7,7,2,86.38266630531731
12,7,9,8,10,4,115.64280558745948
18,10,6,4,0,4,117.45685388843998
9,4,4,2,3,2,62.55454078059776
4,4,2,3,0,4,54.708246772787554
6,12,9,7,12,4,118.1689643221987
15,2,7,2,6,0,73.20555874416777
0,4,1,1,2,0,19.1834289951122
11,3,0,6,6,0,58.85619746073438
1,0,4,3,5,1,28.861696357039417
6,8,3,7,8,2,80.62997057141192
10,14,9,0,7,0,97.46425936058628
12,9,6,7,11,4,118.47156307162066
1,13,8,4,7,1,76.95800236551726
6,3,5,1,1,2,44.329204063133076
14,2,0,0,0,0,46.892180977652984
10,5,7,5,6,0,71.65087580052655
1,0,1,8,0,2,22.6381090640759
6,4,3,8,9,0,59.615339378948846
3,14,2,8,7,2,86.89972940313586
10,6,5,3,2,2,73.62001360746812
1,1,1,5,2,4,38.99015252664573
15,9,4,9,12,2,123.0148310965551
6,8,8,5,8,3,89.5724796671156
12,11,2,4,6,0,87.24887188151727
4,14,1,1,0,4,78.64174516558525
16,5,1,6,7,1,86.928194926093
11,1,8,0,6,3,73.4675785432755
18,7,5,5,6,2,110.68258996823131
6,7,1,4,0,1,49.81941686219764
5,0,2,4,1,1,27.755416470494666
7,11,0,7,3,1,73.32588195456059
12,0,1,8,7,1,64.28480993857043
4,0,1,6,4,4,49.4285213153663
1,11,1,9,10,4,89.89146731598595
8,3,6,7,4,1,62.49337956393731
10,3,2,1,2,3,62.37427110064529
5,7,3,1,4,0,50.32063511361798
6,0,1,7,6,0,41.35177861317784
6,9,4,5,3,4,80.243452580959
18,2,8,7,7,3,103.92401344674506
5,10,8,8,5,3,89.755773314508
10,0,6,8,5,2,68.64877139552155
10,8,7,5,5,4,95.23820310331112
6,9,4,7,3,3,79.33766415269939
1,11,4,1,5,3,69.25667135945591
18,8,2,7,2,0,92.56708380766005
3,6,5,2,1,3,55.44226858947937
5,12,0,0,0,3,68.66767784829067
16,11,2,6,5,1,105.23457490648545
4,14,1,0,1,0,56.46452059283549
6,7,6,0,1,0,47.50132800667351
8,0,8,0,8,1,54.86970985805182
0,4,3,3,3,0,23.85299307483481
0,14,6,3,3,2,67.08325787085852
18,13,7,9,10,2,137.65701046967374
5,1,9,5,11,4,76.7576940535749
17,12,1,9,7,0,117.07776987031046
9,0,6,2,2,0,36.618964102113694
10,2,2,9,9,2,76.83167424505143
0,6,7,5,6,4,64.97158519835133
0,0,5,6,6,4,45.8958674989515
12,10,2,0,1,2,82.9136024987934
4,1,7,5,2,2,41.62319424851338
19,1,2,9,11,1,96.30749361399873
0,3,8,0,3,4,44.53143389700824
19,14,2,6,1,4,129.2643313279033
2,11,0,9,8,1,66.33817398391845
17,2,1,4,1,2,75.49097345900704
8,2,3,9,10,1,67.02797474558541
13,9,1,3,0,1,75.63380097022039
16,4,3,0,2,3,81.87431988236365
13,2,3,8,0,4,76.05196805722062
3,10,3,6,7,2,75.58125435238037
4,6,0,1,0,3,45.63708019251699
16,4,8,3,5,3,98.30854313405774
1,3,9,3,12,3,66.57281251300556
4,11,6,7,9,2,89.1770032914323
3,2,1,1,2,1,26.690000225166354
3,14,2,4,5,2,76.55161607262245
5,11,7,9,15,4,114.97550946869131
19,3,6,7,1,4,103.91569502317836
12,13,3,5,2,1,91.67616897880559
4,14,3,3,3,2,78.78888221798545
6,11,8,4,12,1,94.14092051769573
19,1,4,1,2,1,76.29722404996775
0,0,4,4,1,2,20.62845572745611
13,2,6,2,6,4,84.31760373801166
3,10,0,2,0,2,54.75774624500287
16,1,2,6,2,4,84.30106261119577
13,0,1,2,1,0,46.42643251742723
15,0,9,3,4,0,64.57615918285153
13,1,5,6,1,0,56.63394345113927
15,12,5,2,7,3,121.00472176980401
19,12,9,9,9,4,149.47075430743595
7,8,0,9,4,4,88.35063087886198
2,12,5,1,4,2,67.60507756760211
18,12,9,9,2,4,133.9621302984455
0,4,1,6,0,2,32.1038974528212
1,8,3,4,1,3,54.61827140474571
14,7,5,0,0,2,77.34887915120697
9,12,2,9,7,0,88.835942326316
17,10,2,7,4,2,110.29826010296448
13,5,2,2,1,2,71.72604159600145
16,0,3,6,6,2,80.40312489122016
12,9,8,5,1,4,101.40467946031343
0,4,3,9,2,1,38.10709844660603
4,11,3,5,1,1,61.94661547297217
12,0,3,7,9,1,69.61704963965498
13,6,6,3,0,4,87.75812610252606
2,9,4,3,2,0,48.91247916059386
14,13,1,2,3,1,96.26614043316197
18,10,6,0,3,1,104.68047140654983
16,7,2,9,8,3,112.17132237976658
2,7,0,2,1,3,46.925281940425755
15,6,8,0,8,0,90.18863008490308
13,1,4,5,0,2,65.79551535746282
11,4,9,7,8,2,92.65517745947899
11,3,0,2,1,3,59.161465393769134
10,4,0,3,3,3,68.9037047517136
16,9,0,4,2,0,87.17200048962685
7,8,8,6,7,0,74.65021103432676
16,14,7,5,10,4,142.61106604052324
19,3,5,1,0,2,83.15113076687601
10,14,9,6,6,4,122.35899540616612
1,14,5,7,3,1,69.69986167698379
9,11,5,0,5,0,73.62653035524487
9,7,3,5,5,2,80.54481202815634
10,7,4,8,1,2,75.68007860812902
5,1,9,6,1,4,56.98614485119651
3,13,2,4,2,3,74.41825090553073
11,5,2,9,4,3,81.25503980581315
10,4,9,9,16,0,92.5022117966084
12,1,6,8,4,3,77.93662860013687
4,11,4,1,1,1,59.65126036921818
5,9,7,6,2,2,71.97600702609678
0,3,4,8,2,3,39.28120808095848
5,6,3,1,2,0,44.578967015032724
17,12,2,9,2,1,110.79481873674382
8,0,1,5,2,4,55.58202765092185
14,14,2,8,0,4,116.32838813122258
7,8,6,2,7,1,74.94683245483652
18,9,7,7,12,0,126.45263771568055
15,11,4,4,5,4,119.36104839661472
5,0,0,6,2,2,36.79233511974618
5,14,2,2,2,2,73.34579797382371
2,11,3,7,10,0,71.32903806412426
9,4,9,1,5,0,62.54662434830625
0,6,3,7,1,2,42.76963175250826
13,7,0,1,0,0,60.154428982253705
3,1,9,6,12,1,60.10729156847294
11,3,8,1,3,0,56.82388486289826
5,1,9,6,8,2,63.73592737482715
10,3,3,0,2,3,60.72887312489452
11,14,1,5,3,0,83.95507391318927
9,5,8,9,6,4,93.49049206898061
17,5,3,6,7,1,95.68575050428467
6,11,3,3,4,1,72.30498771667921
6,12,5,0,1,1,67.8741023972021
10,1,7,5,10,4,84.81909887034696
3,10,4,3,7,4,81.64418806502691
19,3,7,2,4,1,88.73198992030349
0,3,0,3,0,1,17.879557462199624
12,13,3,5,6,1,99.6035358090117
17,0,0,4,2,0,59.69818599276814
8,14,2,1,1,4,97.8648693897157
8,13,6,1,5,2,95.11288463116762
8,1,0,2,2,0,31.402588628288935
9,13,4,5,0,2,86.93188867200801
1,2,0,0,0,0,8.372028793121842
5,12,5,6,3,0,70.48405331393153
14,14,8,7,3,2,119.83261821300692
2,10,2,6,5,1,60.341355095144515
10,4,5,2,5,2,68.97553785067637
5,10,3,5,7,3,85.91296811023726
2,7,5,3,0,4,54.131935495088705
10,14,1,4,4,3,101.37860771724088
14,5,3,2,5,0,70.02779390085712
12,2,6,4,3,2,67.94785368125227
19,5,5,5,5,1,100.48957756672843
9,6,8,7,9,1,84.6412171299001
5,5,6,5,8,3,70.44687658039332
14,9,0,8,2,3,96.1546190868175
17,5,5,9,7,0,95.1404580587751
17,0,2,9,2,4,85.6752684546018
6,2,7,9,5,0,54.300173428150856
14,6,0,9,1,1,74.70637463687606
17,3,9,3,8,2,99.22412503624678
17,11,1,1,1,3,103.66681567752718
19,3,2,8,1,1,84.31442019795445
8,6,2,2,3,0,51.99161877277409
1,8,6,6,4,4,67.9545877285945
7,13,7,3,5,2,89.56242675375219
19,10,8,0,3,4,121.32647833035585
1,12,6,7,11,0,77.9151188187424
10,12,7,3,6,0,89.1319096648503
6,14,5,5,6,1,89.33384176554267
5,1,1,6,3,2,44.63423610871954
9,8,0,7,6,0,72.59960825301172
4,2,2,9,10,1,53.647440276309275
10,5,8,1,6,0,68.69591976469499
0,3,6,8,12,1,57.895339030137976
1,0,1,9,9,4,51.83560149046243
0,8,0,2,2,1,33.228751720637845
18,10,1,0,1,4,106.31860883470861
1,14,2,1,0,3,63.976111424424715
19,5,5,7,1,0,89.58481598811845
3,7,8,9,4,3,72.35850738965192
11,14,7,5,9,2,113.32902308852539
19,14,9,0,8,3,138.24718315445753
17,1,8,8,13,1,104.91984186698531
0,6,7,6,10,1,63.581349378242884
0,5,6,9,15,2,73.9561071759184
13,1,5,2,2,2,67.02575458860059
3,1,7,6,1,0,27.486089666061353
4,3,5,5,2,1,40.70472240251441
10,3,1,2,2,2,51.919431089883695
12,2,8,7,8,3,91.73929487191259
15,7,8,0,2,1,82.81275056166088
12,13,2,4,6,2,105.39820202616616
1,6,8,7,9,0,55.99536779799666
15,1,1,2,3,4,81.64362601027007
5,2,2,9,10,1,62.78640329294261
13,9,5,5,7,1,92.39325853529517
0,8,3,9,11,1,67.58242163591395
16,12,7,1,3,1,103.11340369559801
10,4,0,8,5,4,82.89377311162792
18,1,5,1,2,4,85.51250675619215
2,2,1,4,3,0,26.882467772887985
10,7,5,2,7,1,80.46138459819471
4,3,0,9,8,2,54.972495420226046
16,13,1,8,1,3,114.43737875826486
6,1,8,8,16,1,77.52479211850957
9,1,5,6,4,4,72.63863656586705
10,5,7,9,2,0,68.17610375519108
2,7,6,4,10,1,65.57274437356014
19,6,8,8,12,0,118.05846801078148
9,3,8,6,5,2,74.02354457015073
9,1,3,1,3,2,48.06426973129153
13,8,6,9,13,2,116.94801690556328
11,3,4,0,2,2,63.10024526076911
14,8,6,9,0,3,101.82217462301399
9,4,3,9,11,0,75.74607926989134
9,13,9,3,10,1,105.2017297422647
18,11,0,9,3,3,121.53606860523647
0,14,3,7,5,1,69.79814324852597
9,11,9,5,1,4,101.08905431087861
1,10,2,1,2,3,55.38671335373026
16,10,8,4,10,3,127.47999714650577
6,13,4,8,7,4,103.19056325367276
6,6,3,5,3,3,64.10143488560598
19,11,7,5,1,0,108.35625891559965
8,4,4,6,0,2,61.44563815088372
1,14,2,4,1,1,59.411425039066785
13,1,1,2,0,4,65.26761698647783
16,5,7,2,6,2,97.84528315506785
0,6,1,4,4,3,48.6747299982956
8,13,7,3,5,0,80.20335482874563
19,14,4,4,7,3,139.5873446889239
18,10,7,8,9,4,137.32619147358338
3,12,4,4,0,3,69.57655933277441
7,5,0,3,3,0,44.71702717036929
12,12,1,3,0,3,90.51868284772533
3,13,5,0,4,3,77.09387510250961
8,2,2,9,0,3,59.98725507499119
8,9,7,3,5,3,88.06264222602213
17,7,4,3,6,0,95.21978952010726
11,2,2,8,9,1,77.06800175636151
9,13,9,3,8,2,109.4497419425189
10,4,6,6,9,4,94.28830517437486
6,8,7,0,4,1,62.4435642621218
8,10,3,6,0,0,64.73260495159059
5,4,8,1,8,4,76.05064434489134
